ID,SalePrice
1461,132408.6063
1462,151350.9706
1463,170553.1607
1464,197501.0875
1465,195777.3685
1466,179806.918
1467,195923.4571
1468,168184.5542
1469,205570.7991
1470,110731.4098
1471,204624.3354
1472,122413.8998
1473,100459.1948
1474,147930.3143
1475,121796.3659
1476,310736.4353
1477,246389.2914
1478,287954.4753
1479,265210.3864
1480,407151.2067
1481,289004.5534
1482,216814.5907
1483,173022.4966
1484,172621.9416
1485,195046.903
1486,207474.5781
1487,287952.9751
1488,259406.2588
1489,188491.4481
1490,228918.4565
1491,211178.8081
1492,96531.23823
1493,216786.5552
1494,285641.0966
1495,271482.7468
1496,221749.7444
1497,171306.0738
1498,154950.2879
1499,161681.8565
1500,152915.3476
1501,198061.3453
1502,143042.6268
1503,275254.2311
1504,250047.9515
1505,226855.9859
1506,204276.5458
1507,252628.7651
1508,210240.7593
1509,149192.621
1510,141802.0672
1511,141906.4236
1512,187298.3092
1513,164880.7704
1514,155343.0131
1515,217342.4488
1516,167507.2343
1517,178163.7315
1518,124977.4768
1519,249339.2843
1520,130409.4063
1521,123890.557
1522,199007.6361
1523,84920.08125
1524,114536.7892
1525,102236.8808
1526,89681.76719
1527,91035.11832
1528,158001.832
1529,123162.1277
1530,233570.7183
1531,153798.0925
1532,106561.4443
1533,146238.1645
1534,132511.9738
1535,156866.5116
1536,106482.457
1537,35442.56067
1538,190811.7311
1539,226902.8406
1540,107338.3219
1541,154533.2634
1542,145625.4452
1543,197161.0135
1544,75005.14291
1545,134696.9368
1546,135289.6049
1547,145339.2969
1548,142638.7299
1549,122701.3263
1550,122665.8368
1551,136255.5267
1552,131640.9952
1553,156771.8003
1554,126815.9974
1555,173024.8024
1556,78357.50614
1557,83632.59777
1558,93641.15023
1559,65000.28667
1560,125762.8946
1561,126734.9172
1562,124514.6636
1563,119046.5621
1564,149264.9527
1565,130957.2485
1566,250366.73
1567,54303.03225
1568,225809.7757
1569,102356.9947
1570,150538.3676
1571,112820.1726
1572,145147.5404
1573,253402.8621
1574,116650.3111
1575,241516.4281
1576,238820.0606
1577,202442.1234
1578,142271.6604
1579,132512.9496
1580,210601.6155
1581,145506.7837
1582,118229.6613
1583,306863.435
1584,233176.6773
1585,151232.8412
1586,49170.52232
1587,99909.25635
1588,150715.4798
1589,95118.90137
1590,139178.69
1591,65804.52565
1592,133718.9298
1593,132466.6642
1594,128576.6668
1595,113903.5162
1596,227007.6776
1597,175374.8713
1598,202999.4403
1599,200371.661
1600,187182.6474
1601,23278.61377
1602,134815.4163
1603,61285.69372
1604,258074.3159
1605,257922.6601
1606,173569.4973
1607,181645.1726
1608,215883.3453
1609,196869.4744
1610,148944.7038
1611,157816.8173
1612,167766.5634
1613,174869.9487
1614,130211.6321
1615,64021.29404
1616,44834.26015
1617,65909.03124
1618,115208.8166
1619,146291.7137
1620,185056.0979
1621,132733.7346
1622,132509.912
1623,263656.8337
1624,213150.2163
1625,128563.0271
1626,195753.8593
1627,192153.5288
1628,273771.0404
1629,190967.563
1630,325558.3934
1631,216200.4961
1632,235839.0265
1633,185221.2728
1634,193412.1283
1635,183793.4454
1636,162245.3448
1637,198323.2319
1638,222046.2905
1639,203744.0069
1640,269062.9992
1641,200349.2223
1642,230179.0621
1643,232926.4644
1644,235873.3544
1645,232651.6076
1646,178052.5711
1647,172990.9847
1648,131912.7909
1649,138786.444
1650,109856.4248
1651,107787.1586
1652,127474.1709
1653,127526.2435
1654,150733.0803
1655,148688.7148
1656,139979.0426
1657,154170.3025
1658,143487.3634
1659,140124.3758
1660,146326.6487
1661,376082.6259
1662,327597.0291
1663,327375.9917
1664,420491.3736
1665,287180.8443
1666,292868.4167
1667,299976.9328
1668,310003.0601
1669,286157.3559
1670,308420.5778
1671,269493.9053
1672,385266.2543
1673,284116.682
1674,257860.608
1675,191197.7555
1676,203326.9917
1677,217563.8676
1678,404165.3671
1679,319416.1179
1680,293561.953
1681,254291.3543
1682,282537.2717
1683,197808.3883
1684,198872.7988
1685,175359.6107
1686,175465.9705
1687,177010.6447
1688,209327.241
1689,206368.6365
1690,211517.4724
1691,199466.9052
1692,256096.9346
1693,177433.2908
1694,189381.0509
1695,179261.7307
1696,268233.3914
1697,183383.3323
1698,322289.2053
1699,302100.9335
1700,258410.9406
1701,285871.6226
1702,260166.5496
1703,256255.982
1704,279021.6484
1705,241210.151
1706,370848.201
1707,196805.6688
1708,209716.6617
1709,270066.1415
1710,241680.1593
1711,265535.9548
1712,262688.695
1713,257040.149
1714,225124.1067
1715,208815.264
1716,184517.9334
1717,188563.8897
1718,136312.4241
1719,213046.6487
1720,245559.5818
1721,182316.6768
1722,123847.2463
1723,163115.6089
1724,222011.2664
1725,240268.3029
1726,185368.545
1727,154110.6625
1728,193459.1992
1729,168740.8772
1730,171082.1145
1731,108757.8885
1732,119271.3243
1733,117177.3583
1734,114706.2425
1735,133202.0328
1736,105009.7974
1737,325733.6859
1738,246157.3803
1739,269280.1875
1740,196406.6876
1741,189818.8082
1742,175521.0159
1743,182812.0887
1744,305986.8017
1745,221820.1236
1746,224268.4674
1747,235264.3571
1748,229581.0755
1749,158503.9876
1750,156868.9974
1751,255896.736
1752,115530.1597
1753,150072.277
1754,231263.5769
1755,170852.5613
1756,122659.4262
1757,100963.2602
1758,140261.0055
1759,179812.0138
1760,171987.5529
1761,160642.1153
1762,167375.9583
1763,164572.4337
1764,113626.0614
1765,196741.074
1766,203300.6816
1767,250418.1726
1768,145516.9563
1769,181062.5925
1770,163939.0526
1771,118413.1621
1772,132679.4321
1773,112108.6383
1774,153967.2486
1775,146496.8841
1776,128944.6624
1777,98935.04365
1778,143265.8984
1779,134399.8447
1780,188615.4754
1781,118754.6636
1782,54361.66825
1783,140628.4507
1784,89509.64142
1785,105971.8115
1786,141118.4326
1787,166421.755
1788,11454.51326
1789,92901.22695
1790,42083.6482
1791,213018.6584
1792,177429.1859
1793,151087.6371
1794,173952.6578
1795,132676.1327
1796,137171.4397
1797,144618.2292
1798,107211.8518
1799,103722.2773
1800,107469.9846
1801,108070.6016
1802,152284.2677
1803,168509.7894
1804,132435.4114
1805,147797.924
1806,139021.703
1807,168205.6797
1808,113757.2117
1809,117599.6725
1810,137396.4962
1811,59587.98464
1812,95422.52191
1813,120023.4703
1814,69575.61805
1815,17119.46735
1816,91998.1536
1817,99249.12276
1818,160604.6275
1819,129714.623
1820,42434.25424
1821,115622.6955
1822,146736.9674
1823,15142.83516
1824,134907.9872
1825,141820.2243
1826,102499.2354
1827,104072.8015
1828,138150.2622
1829,134400.2632
1830,161389.2794
1831,188766.9739
1832,111979.976
1833,162466.846
1834,137729.5444
1835,125171.0284
1836,131923.254
1837,86818.79443
1838,121205.3291
1839,85053.52981
1840,155252.7409
1841,141974.6851
1842,82812.90756
1843,136869.9305
1844,128325.3007
1845,140458.8059
1846,145645.4087
1847,170218.3125
1848,3314.15195
1849,114608.8599
1850,122988.9776
1851,148725.9582
1852,125306.4237
1853,126566.6785
1854,180361.2856
1855,156326.2159
1856,239239.3342
1857,134430.7819
1858,135947.1303
1859,112744.8678
1860,160705.4773
1861,111692.5039
1862,273292.5132
1863,271606.9263
1864,271622.8524
1865,326075.9928
1866,311815.5822
1867,238038.5112
1868,289599.583
1869,230132.1127
1870,244412.7706
1871,244510.1403
1872,172854.6493
1873,227168.2371
1874,150234.9916
1875,210443.9228
1876,209922.0439
1877,225135.6659
1878,220865.1511
1879,115672.8796
1880,140539.2806
1881,252078.52
1882,256580.3724
1883,196107.1215
1884,212471.1113
1885,259347.3189
1886,274922.152
1887,235970.572
1888,282567.7008
1889,167154.1561
1890,122158.2128
1891,142809.3643
1892,74197.58842
1893,134103.3724
1894,106705.732
1895,163276.8033
1896,120924.2892
1897,115905.4227
1898,121057.922
1899,143478.1519
1900,153017.2074
1901,160523.6207
1902,146430.6078
1903,215378.0235
1904,136667.0626
1905,189646.2567
1906,164441.5169
1907,208573.7013
1908,127576.044
1909,149365.7591
1910,133137.609
1911,216406.5819
1912,289653.4306
1913,162140.5097
1914,47977.49922
1915,255127.8939
1916,21577.63314
1917,252499.972
1918,152590.8494
1919,189430.6865
1920,182905.9509
1921,331450.3148
1922,296125.0664
1923,225399.3757
1924,230869.2805
1925,228428.5883
1926,337908.7272
1927,133532.0268
1928,166271.6583
1929,111391.2154
1930,143685.1109
1931,142889.2214
1932,132794.2101
1933,165510.0415
1934,185668.4831
1935,181150.2717
1936,186433.9894
1937,186112.8425
1938,173283.1885
1939,242592.8051
1940,195104.5901
1941,181900.0731
1942,197268.3439
1943,204748.0961
1944,274387.9171
1945,322752.0796
1946,162820.243
1947,276635.6226
1948,182017.1083
1949,254029.0158
1950,214439.3923
1951,276811.626
1952,238243.6966
1953,196662.66
1954,223601.8238
1955,129162.1386
1956,310344.4768
1957,177570.701
1958,298537.3931
1959,131889.3572
1960,95474.06077
1961,113229.9002
1962,119613.2003
1963,135095.1193
1964,112590.0727
1965,134075.0728
1966,148950.4003
1967,274920.5181
1968,337795.9607
1969,329601.9472
1970,346256.1858
1971,387876.6409
1972,338514.2398
1973,260821.7907
1974,289877.4277
1975,417349.7229
1976,290231.5598
1977,340368.1444
1978,301455.6188
1979,301421.5664
1980,191999.5056
1981,311758.9063
1982,231851.309
1983,215889.5858
1984,185580.554
1985,231822.425
1986,230988.2219
1987,196498.3787
1988,179856.2264
1989,205448.4447
1990,226457.1078
1991,222681.0309
1992,245709.3291
1993,184400.5924
1994,241308.7928
1995,198027.9897
1996,295429.8427
1997,282597.689
1998,306316.0799
1999,267598.8524
2000,296543.9263
2001,263173.7848
2002,244897.5661
2003,261990.3501
2004,280292.6686
2005,231733.7617
2006,219699.0598
2007,255429.125
2008,223390.3764
2009,197058.8648
2010,212750.4954
2011,161958.4682
2012,182148.7754
2013,173315.0163
2014,192080.1487
2015,203011.5701
2016,197692.4293
2017,206541.216
2018,116788.8753
2019,138465.8311
2020,83243.59975
2021,94556.04339
2022,192665.1647
2023,131393.2498
2024,274891.3714
2025,344672.7031
2026,183032.4099
2027,151332.2016
2028,170497.9702
2029,169272.2516
2030,261828.66
2031,250672.5199
2032,239407.4043
2033,258849.5265
2034,175987.7792
2035,242181.8603
2036,228116.8372
2037,230745.3141
2038,306972.3397
2039,209992.7974
2040,345712.257
2041,270681.7737
2042,219617.8003
2043,174777.0803
2044,190828.2167
2045,211160.9749
2046,132111.1607
2047,128911.2371
2048,136635.7145
2049,127096.6827
2050,177718.5368
2051,113626.6559
2052,127263.067
2053,146851.2424
2054,68471.69182
2055,155198.8723
2056,149509.9934
2057,106976.0612
2058,216634.1252
2059,140069.0479
2060,204209.7659
2061,195109.9825
2062,121283.0629
2063,107452.2066
2064,125972.4286
2065,111898.6991
2066,188225.5929
2067,127799.1749
2068,131472.3982
2069,77574.98374
2070,100842.096
2071,75407.16846
2072,151655.6973
2073,125966.7353
2074,184590.8571
2075,159627.9698
2076,121198.8996
2077,131093.8233
2078,110727.3556
2079,140422.0888
2080,128508.5351
2081,118428.8729
2082,108832.8937
2083,134917.9754
2084,101763.143
2085,109978.6947
2086,161145.8859
2087,127615.0806
2088,112983.134
2089,67199.05959
2090,128297.9588
2091,76068.98298
2092,146289.3249
2093,134166.448
2094,138839.7388
2095,142281.5501
2096,80367.78265
2097,84264.27519
2098,137223.8205
2099,17385.59127
2100,50529.7679
2101,102937.6221
2102,151849.33
2103,95823.49314
2104,136301.3369
2105,123518.7035
2106,20852.64453
2107,206520.1186
2108,128575.473
2109,106775.0621
2110,129085.4645
2111,177557.7837
2112,130382.7469
2113,118540.4082
2114,121237.9793
2115,160417.8784
2116,114504.2718
2117,164447.1363
2118,135016.7581
2119,109266.9405
2120,123299.6107
2121,79274.94096
2122,92921.99369
2123,105048.5962
2124,182133.0559
2125,133180.5523
2126,152429.2509
2127,164547.3745
2128,137583.6511
2129,111889.2259
2130,133966.9767
2131,163467.4387
2132,125274.8181
2133,128610.9317
2134,137415.9563
2135,112592.3201
2136,24247.46252
2137,110760.9854
2138,128823.2856
2139,154550.612
2140,143159.8395
2141,155584.3286
2142,124499.9841
2143,134789.555
2144,91335.75984
2145,140615.7217
2146,186293.5505
2147,153411.5872
2148,146437.8613
2149,125989.2047
2150,229451.1144
2151,138748.1036
2152,168815.6735
2153,193584.2028
2154,100512.1505
2155,157463.3941
2156,273368.0032
2157,251389.2494
2158,231680.5156
2159,219417.9692
2160,186747.7155
2161,256547.2666
2162,381839.8669
2163,320080.0701
2164,246703.3708
2165,205399.6501
2166,150773.0885
2167,222865.6584
2168,200574.3228
2169,200301.3174
2170,221177.1388
2171,158761.1696
2172,133459.7845
2173,191968.5146
2174,244053.1469
2175,289413.9493
2176,280948.2215
2177,243057.7835
2178,234604.5454
2179,149193.8466
2180,238183.5177
2181,198477.194
2182,226583.2923
2183,197516.3939
2184,131876.5272
2185,123464.346
2186,164134.0539
2187,159856.3851
2188,160354.7673
2189,287195.1548
2190,62945.53869
2191,64556.10318
2192,50543.37731
2193,104736.0285
2194,101094.9655
2195,93663.26358
2196,80461.0832
2197,100508.9481
2198,189271.7185
2199,192617.6799
2200,155585.1121
2201,137193.0963
2202,209576.3861
2203,122401.3736
2204,154329.0002
2205,106606.8097
2206,154169.3759
2207,211077.5175
2208,251664.2615
2209,195687.2433
2210,129993.5558
2211,138438.1456
2212,124005.3045
2213,89954.89692
2214,137466.8981
2215,103857.9333
2216,153370.2693
2217,13058.64491
2218,76281.8752
2219,76929.11144
2220,48650.38429
2221,257505.7786
2222,241109.5339
2223,289641.903
2224,233184.709
2225,124171.4647
2226,185575.3977
2227,225056.4636
2228,268700.3444
2229,242187.5512
2230,141283.6059
2231,200234.4616
2232,202360.2546
2233,191649.5312
2234,253073.2901
2235,211986.7505
2236,262325.7886
2237,309144.0951
2238,228906.2934
2239,128948.3925
2240,163710.2295
2241,128781.1847
2242,111358.5816
2243,117780.1886
2244,94532.07025
2245,91718.53855
2246,141232.4315
2247,128405.6137
2248,126451.5559
2249,118540.6135
2250,125827.097
2251,109469.7744
2252,203143.9292
2253,160301.5431
2254,183524.71
2255,210388.4447
2256,185357.5306
2257,204521.0363
2258,177502.3627
2259,185343.2325
2260,166026.0094
2261,198203.4729
2262,212317.4582
2263,310523.3905
2264,393692.3451
2265,150912.989
2266,264318.7425
2267,357358.9222
2268,350633.9145
2269,165778.5698
2270,207257.0087
2271,239414.8159
2272,244169.1961
2273,174295.9228
2274,204783.1617
2275,194629.44
2276,192711.6405
2277,198380.8661
2278,171428.3106
2279,110113.4509
2280,96220.05375
2281,167992.9295
2282,184561.4407
2283,131004.9551
2284,112238.1922
2285,156309.0083
2286,124103.1903
2287,308715.2586
2288,260610.1657
2289,312455.8242
2290,361627.3712
2291,293026.695
2292,370256.7102
2293,373194.4417
2294,328125.5033
2295,414089.4957
2296,257869.0277
2297,287045.5372
2298,294222.0135
2299,325447.1282
2300,300201.0632
2301,273917.3681
2302,254571.3368
2303,261264.3118
2304,241629.2675
2305,198212.608
2306,199807.2296
2307,202291.1074
2308,231685.8852
2309,276480.7836
2310,214540.0943
2311,220197.9446
2312,205624.7612
2313,175908.5232
2314,190725.783
2315,180367.9108
2316,191253.0824
2317,190161.6127
2318,171072.0368
2319,191057.3535
2320,192330.4126
2321,251831.676
2322,203118.179
2323,192516.4103
2324,199583.4401
2325,212208.3035
2326,185801.5253
2327,211227.8923
2328,223903.2008
2329,200030.837
2330,195928.4722
2331,319129.3745
2332,349762.7062
2333,302770.0523
2334,247691.9206
2335,275773.2868
2336,303754.0539
2337,196396.4027
2338,266933.576
2339,244472.916
2340,373931.3551
2341,209193.7907
2342,251110.4961
2343,242754.9319
2344,225853.7677
2345,241292.6775
2346,213571.6292
2347,194140.7295
2348,241187.8211
